rdrrrdddllUUluRRlluurrDullddrdddrruuruuLDDuLLdllURRRlluurrDrrddlULLdddrrUUruLLuulldDldRuuurrddLruulldDrrrruLdllluurrDullddrRurrddlddlluUddrruuruullullddldRuuulDurrrddLDlUUluRddrrurrdLLLrrdddllUUllUUddrURRurrdLLLLdlUrU
Moves: 217
Pushes: 53
States created total: 13,873
Unique visited total: 4,064
Reached duplicates total: 8,809
Created but not reached total: 1,000

Depth          Created        Unique         Duplicates     Unknown (not reached)
0:             1              1              0              0
1:             0              0              0              0
2:             0              0              0              0
3:             0              0              0              0
4:             0              0              0              0
5:             2              2              0              0
6:             1              1              0              0
7:             0              0              0              0
8:             0              0              0              0
9:             0              0              0              0
10:            1              0              1              0
11:            3              3              0              0
12:            2              2              0              0
13:            1              1              0              0
14:            1              1              0              0
15:            3              3              0              0
16:            5              5              0              0
17:            3              3              0              0
18:            8              4              4              0
19:            4              3              1              0
20:            8              4              4              0
21:            6              4              2              0
22:            7              3              4              0
23:            5              2              3              0
24:            7              5              2              0
25:            9              5              4              0
26:            10             6              4              0
27:            13             5              8              0
28:            16             9              7              0
29:            13             5              8              0
30:            12             3              9              0
31:            12             7              5              0
32:            11             3              8              0
33:            11             4              7              0
34:            9              4              5              0
35:            6              0              6              0
36:            12             6              6              0
37:            9              2              7              0
38:            18             9              9              0
39:            5              1              4              0
40:            13             3              10             0
41:            5              3              2              0
42:            16             7              9              0
43:            5              3              2              0
44:            13             8              5              0
45:            7              5              2              0
46:            13             10             3              0
47:            13             8              5              0
48:            19             17             2              0
49:            12             10             2              0
50:            35             25             10             0
51:            20             17             3              0
52:            49             29             20             0
53:            32             25             7              0
54:            52             29             23             0
55:            40             31             9              0
56:            69             34             35             0
57:            59             38             21             0
58:            78             37             41             0
59:            71             34             37             0
60:            85             45             40             0
61:            80             41             39             0
62:            97             41             56             0
63:            90             45             45             0
64:            119            52             67             0
65:            100            48             52             0
66:            153            58             95             0
67:            125            58             67             0
68:            155            50             105            0
69:            151            67             84             0
70:            172            56             116            0
71:            164            58             106            0
72:            171            62             109            0
73:            159            61             98             0
74:            167            50             117            0
75:            164            52             112            0
76:            154            42             112            0
77:            153            44             109            0
78:            148            42             106            0
79:            148            45             103            0
80:            149            36             113            0
81:            172            46             126            0
82:            165            47             118            0
83:            132            30             102            0
84:            143            53             90             0
85:            136            31             105            0
86:            155            49             106            0
87:            130            41             89             0
88:            151            53             98             0
89:            128            49             79             0
90:            192            53             139            0
91:            131            41             90             0
92:            191            50             141            0
93:            134            38             96             0
94:            178            39             139            0
95:            134            29             105            0
96:            185            29             156            0
97:            129            24             105            0
98:            166            38             128            0
99:            119            24             95             0
100:           161            42             119            0
101:           104            34             70             0
102:           165            44             121            0
103:           119            27             92             0
104:           157            44             113            0
105:           98             23             75             0
106:           160            44             116            0
107:           95             31             64             0
108:           151            38             113            0
109:           88             20             68             0
110:           153            38             115            0
111:           85             21             64             0
112:           134            29             105            0
113:           83             21             62             0
114:           139            28             111            0
