RuulllDDRUluRddddlUUruuRRddLruulldDlddrUUrrurrdLLuuurDllllDDrUluRddddlUUruuRRddLruulldDrrrruLdllluurrurDlllddlddrUUrrURuulDlllDDrUluRRRllddddlUUUrdrrruU
Moves: 152
Pushes: 44
States created total: 17,963
Unique visited total: 5,873
Reached duplicates total: 11,628
Created but not reached total: 462

Depth          Created        Unique         Duplicates     Unknown (not reached)
0:             1              1              0              0
1:             2              2              0              0
2:             1              1              0              0
3:             2              2              0              0
4:             1              1              0              0
5:             1              1              0              0
6:             2              1              1              0
7:             2              2              0              0
8:             3              3              0              0
9:             4              4              0              0
10:            6              4              2              0
11:            2              1              1              0
12:            4              3              1              0
13:            4              4              0              0
14:            7              7              0              0
15:            11             11             0              0
16:            16             16             0              0
17:            15             12             3              0
18:            22             18             4              0
19:            14             10             4              0
20:            21             13             8              0
21:            19             11             8              0
22:            24             17             7              0
23:            22             12             10             0
24:            37             25             12             0
25:            25             16             9              0
26:            38             19             19             0
27:            32             18             14             0
28:            46             26             20             0
29:            40             16             24             0
30:            52             31             21             0
31:            46             29             17             0
32:            60             34             26             0
33:            58             34             24             0
34:            81             31             50             0
35:            61             31             30             0
36:            69             28             41             0
37:            74             32             42             0
38:            82             27             55             0
39:            77             30             47             0
40:            83             38             45             0
41:            87             39             48             0
42:            76             33             43             0
43:            102            53             49             0
44:            94             38             56             0
45:            107            51             56             0
46:            107            54             53             0
47:            119            49             70             0
48:            138            57             81             0
49:            149            72             77             0
50:            164            65             99             0
51:            186            71             115            0
52:            170            65             105            0
53:            198            71             127            0
54:            201            69             132            0
55:            206            68             138            0
56:            183            68             115            0
57:            195            70             125            0
58:            197            82             115            0
59:            210            73             137            0
60:            195            85             110            0
61:            215            88             127            0
62:            225            91             134            0
63:            216            86             130            0
64:            272            88             184            0
65:            241            99             142            0
66:            277            98             179            0
67:            272            96             176            0
68:            304            93             211            0
69:            244            84             160            0
70:            289            99             190            0
71:            268            101            167            0
72:            320            93             227            0
73:            276            95             181            0
74:            304            91             213            0
75:            274            87             187            0
76:            313            95             218            0
77:            285            84             201            0
78:            296            79             217            0
79:            269            78             191            0
80:            288            97             191            0
81:            261            79             182            0
82:            237            77             160            0
83:            239            75             164            0
84:            257            81             176            0
85:            228            69             159            0
86:            251            79             172            0
87:            201            53             148            0
88:            250            71             179            0
89:            195            52             143            0
90:            230            50             180            0
91:            180            43             137            0
92:            192            44             148            0
93:            154            35             119            0
94:            184            38             146            0
95:            128            30             98             0
96:            158            34             124            0
97:            123            33             90             0
98:            126            23             103            0
99:            110            19             91             0
100:           91             22             69             0
101:           83             17             66             0
102:           96             32             64             0
103:           99             17             82             0
104:           91             26             65             0
105:           89             22             67             0
106:           83             20             63             0
107:           92             21             71             0
108:           68             15             53             0
109:           89             22             67             0
110:           58             20             38             0
111:           62             21             41             0
112:           77             24             53             0
113:           69             19             50             0
114:           67             29             38             0
115:           63             25             38             0
116:           83             30             53             0
117:           76             32             44             0
118:           80             38             42             0
119:           94             33             61             0
120:           99             41             58             0
121:           106            44             62             0
122:           127            42             85             0
